Benar;BNR-X18;Benar 00069;O-O-46C;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-009;SBN2/402/3220847DR;2023-04-07 14:00:00;2023-04-13 21:00:00;2023-04-24 00:00:00;COMPLETE
Benar;BNR-X24;Benar 00070;O-O-46D;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-009;SBN2/402/3220848DR;2023-04-24 00:00:00;2023-05-01 00:00:00;2023-05-11 05:00:00;COMPLETE
Bekasap;BKS-X02;Bekasap 00228;O-O-53A;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-009;SSO2/402/3220452DR;2023-05-11 05:00:00;2023-05-27 10:00:00;2023-06-06 02:00:00;COMPLETE
Bekasap;BKS-X06;Bekasap 00229;S1-O-27D;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-009;SSO2/402/3220614DR;2023-06-06 02:00:00;2023-06-11 03:00:00;2023-06-23 09:00:00;COMPLETE
Bekasap;BKS-X03;Bekasap 00230;S1-O-27C;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-009;SSA2/402/3230153DR;2023-06-23 09:00:00;2023-06-27 07:00:00;2023-07-08 12:30:00;COMPLETE
Bekasap;BKS-X04;Bekasap 00231;S1-O-27E;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-009;SSA2/402/3220886DR;2023-07-08 12:30:00;2023-07-13 00:00:00;2023-07-23 13:00:00;COMPLETE
Pungut;PUNG23_D01;Pungut 00050;S2-E1-11B;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-009;SSM2/402/3230199DR;2023-07-23 13:00:00;2023-08-03 10:00:00;2023-08-14 15:30:00;COMPLETE
Pungut;PUNG23_P16;Pungut 00051;S2-E1-23A;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-009;SSM2/402/3230202DR;2023-08-14 15:30:00;2023-08-20 08:30:00;2023-09-02 00:00:00;COMPLETE
Pungut;PUNG23_D02A;Pungut 00052;S1-E1-51A;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-009;SSM2/402/3230197DR;2023-09-02 00:00:00;2023-09-07 00:00:00;2023-09-17 22:00:00;COMPLETE
Duri;3H-65C;Duri 11118;3H-65C;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-009;RHT2/402/2230106DR;2023-09-17 22:00:00;2023-09-28 11:00:00;2023-11-05 13:00:00;COMPLETE
Duri;3L-18D;Duri 11131;3L-18D;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-009;RHT2/402/2230110DR;2023-11-05 13:00:00;2023-11-13 16:00:00;2023-11-29 19:00:00;COMPLETE
Duri;5G-1101A;Duri 11155;5G-1101A;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-009;RHT2/402/2230108DR;2023-11-29 19:00:00;2023-12-25 10:30:00;2024-03-11 10:30:00;COMPLETE
Duri;5S-88B;Duri 11163;5S-88B;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-009;RHT2/402/2230111DR;2023-12-31 10:00:00;2024-01-23 16:00:00;2024-02-04 10:30:00;COMPLETE
Duri;7S-22B;Duri 11176;7S-22B;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-009;RHT2/402/2230109DR;2024-02-04 10:30:00;2024-02-11 01:15:00;2024-02-27 09:30:00;COMPLETE
Duri;4G-70D;Duri 11190;4G-70D;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-009;RHT2/402/2230107DR;2024-03-11 10:30:00;2024-03-16 22:00:00;2024-03-28 22:30:00;COMPLETE
Duri;3J-33B;Duri 11195;3J-33B;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-009;RHT2/402/2230105DR;2024-03-28 22:30:00;2024-04-02 07:30:00;2024-04-18 05:00:00;COMPLETE
Duri;4H-54C;Duri 11200;4H-54C;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-009;RHT2/402/2240033DR;2024-04-18 05:00:00;2024-04-22 18:00:00;2024-05-05 20:00:00;COMPLETE
Bekasap So;P_BESO24_03;Bekasap So 00017;S3-O-63A;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-009;SSN2/402/3230683DR;2024-05-05 20:00:00;2024-05-14 13:00:00;2024-05-30 13:00:00;COMPLETE
